ITEMNAME,CATEGORY,QUANTITY,COSTPPU,FACTOR,SELLPPU,VAT,BARCODE,EXPIRYDATE
DELUXE VINYL EXAMINATION GLOVES 100 PCS,ALL PURPOSE,1 ,7150,,13000,0,6297000244808,
SEA PEARL SWABS,ALL PURPOSE,1 ,661,,1000,0,645872011008,
U&ME DISPOSABLE LATEX GLOVES 100 PCS L-560,ALL PURPOSE,1 ,13000,,13000,0,5060068550591,
DETTOL MULTI ACTION CLEANER 1.8 LTR,ALL PURPOSE,1 ,8667,,17000,0,6295120001424,
GUMMED INSULATING TAPE BLACK,ALL PURPOSE,1 ,1000,,1500,0,,
COLOURED/ METALLIC OPENER,ALL PURPOSE,1 ,416,,1000,0,,
GLYCERINE POUR ADULTES & ENFANTS 50ml,ALL PURPOSE,1 ,1666,,2000,0,6161101872096,
PALM PICNIC MAT,ALL PURPOSE,1 ,4000,,5000,0,,
DETTOL ANTISEPTIC DISINFECTANT 125 ML,ALL PURPOSE,1 ,4583,,5500,0,6161100951273,
COLORED PUSH PIN 0021,ALL PURPOSE,1 ,1500,,1800,0,6921734900210,
BEST THUMB TACKS 0020 100 PCS,ALL PURPOSE,1 ,500,,1000,0,6921734900203,
AFRICA ELEPHANT SUPER GLUE 5 g,ALL PURPOSE,1 ,291,,1000,0,6926038545075,
PEARL FINE COTTON WOOL 500 g,ALL PURPOSE,1 ,8000,,12000,0,6164001413000,
CAREX ABSORBENT COTTON WOOL 500 g,ALL PURPOSE,1 ,8000,,12000,0,6164000331138,
SUN GLOVES,ALL PURPOSE,1 ,3000,,3600,0,,
MARIA SWEET CORN 425 g,CANNED FOODS,1 ,3125,,4000,0,6935534463523,
AMERICAN GARDEN NATURAL POPCORN 284 g,CANNED FOODS,1 ,3500,,4500,0,017273701107,
OLIVE FARCITE VERDI D'AMICO 290 g,CANNED FOODS,1 ,8000,,8200,0,8005695005608,
OLIVE SNOCCIOLATE VERDI D'AMICO 290 g,CANNED FOODS,1 ,7000,,7200,0,8005695005165,
FRAGATA SPANISH OLIVES ACEITUNA 235 g,CANNED FOODS,1 ,6500,,6700,0,8410134072606,
OLIVE DENOCCIOLATE 540 g,CANNED FOODS,1 ,14500,,15000,0,8002084002460,
FIGARO STUFFED GREEN OLIVES 270 g,CANNED FOODS,1 ,9000,,9500,0,8410159044336,
AMERICAN GARDEN BREAD CRUMBS PLAIN 425 g,CANNED FOODS,1 ,5000,,6000,0,717273501508,
GOLDEN COUNTRY BAKED BEANS 420 g,CANNED FOODS,1 ,2417,,2900,0,5032619507170,
CIAO TOMATO PASTE 400 g,CANNED FOODS,1 ,2500,,3000,0,8004402110062,
ACORSA OLIVES 470 g,CANNED FOODS,1 ,5000,,5000,0,8428916867906,
HEINZ CREAM OF CHICKEN SOUP 400 g,CANNED FOODS,1 ,10000,,3000,0,5000157062680,
OVALTINE CHOCOLATE 400 g,CANNED FOODS,1 ,12083,,15000,0,8850086191404,
TARGET CORNED BEEF 340 g,CANNED FOODS,1 ,5833,,7000,0,5010436600014,
AMERICAN GARDEN BAKED BEANS 420 g,CANNED FOODS,1 ,2708,,3300,0,717273501218,
AMERICAN GARDEN SLICED CARROTS 411 g,CANNED FOODS,1 ,3541,,4300,0,717273501041,
AMERICAN GARDEN TENDER SWEET PEAS 425 g,CANNED FOODS,1 ,3541,,2000,0,717273501119,
JOHN WEST SARDINES 120 g,CANNED FOODS,1 ,5000,,6000,0,5000171030696,
VEGA TOMATO PASTE 70 g,CANNED FOODS,1 ,1000,,1200,0,8886409507010,
LE SUPREME SWEET CORN 425 g,CANNED FOODS,1 ,2500,,3000,0,8852671003512,
SAFA BABY CORN 400 g,CANNED FOODS,1 ,2750,,3300,0,6290050404024,
SAFA FRUIT COCKTAIL IN SYRUP 425 g,CANNED FOODS,1 ,0,,3700,0,6290050404017,
SAFA WHOLE MUSHROOMS 400 g,CANNED FOODS,1 ,3250,,3900,0,6290050402716,
BAVARIA CORNED BEEF HALAL 340 g,CANNED FOODS,1 ,5833,,7000,0,6297000145105,
MARA PEELED TOMATOES IN TOMATO JUICE 400 g,CANNED FOODS,1 ,2166,,2600,0,8000066444406,
MARA RED KIDNEY BEANS 400 g,CANNED FOODS,1 ,1192,,2500,0,8000066447346,
SAFA WHOLE KERNEL CORN 425 g,CANNED FOODS,1 ,2750,,3300,0,6290050403997,
LIGO SARDINES 155 g,CANNED FOODS,1 ,1470,,1800,0,4800163000031,
2 DIAMONDS SARDINES 125 g,CANNED FOODS,1 ,2100,,2600,0,8850026200920,
2 DIAMONDS SARDINES IN TOMATO SAUCE 425 g,CANNED FOODS,1 ,5416,,6500,0,8850026200890,
555 SARDINES IN TOMATO SAUCE 155 g,CANNED FOODS,1 ,1470,,1800,0,748485200026,
2 DIAMONDS SARDINES IN TOMATO SAUCE 215 g,CANNED FOODS,1 ,2708,,3300,0,8850026200944,
JOHN WEST TUNA CHUNKS 185 g,CANNED FOODS,1 ,5625,,6800,0,5000171002525,
CLASSFOODS SARDINES IN TOMATO SAUCE & SPICE 425 g,CANNED FOODS,1 ,5208,,6500,0,9556107701100,
CIAO CHICK PEAS 400 g,CANNED FOODS,1 ,3400,,3400,0,8004402119645,
AMERICAN GARDEN FANCY CHICK PEAS 400 g,CANNED FOODS,1 ,2292,,2800,0,717273501300,
LIGHT MEAT TUNA CHUNKS 185g,CANNED FOODS,1 ,0,,3800,0,6290050400057,
KING BELL SARDINES IN TOMATO SAUCE 155 g,CANNED FOODS,1 ,1040,,1000,0,8852671001563,
TAZAA GARDEN SARDINES 215 g,CANNED FOODS,1 ,2005,,3500,0,8852111014559,
TAZAA GARDEN SARDINES IN TOMATO SAUCE 425 g,CANNED FOODS,1 ,4009,,6500,0,8852111014566,
SAFI SARDINES 125 g,CANNED FOODS,1 ,1859,,2600,0,6111070000174,
KING BELL HERRING IN TOMATO SAUCE 425 g,CANNED FOODS,1 ,3142,,2500,0,8852671005462,
CHILLY WILLY TOMATO PASTE 70 g,CANNED FOODS,1 ,286,,300,0,6291100340507,
SARANJAI COCONUT MILK 400 ML,CANNED FOODS,1 ,1517,,3000,0,818075009541,
MARA CHICK PEAS 400 g,CANNED FOODS,1 ,1192,,1200,0,8000066447162,
REEM GOLDEN SWEET CORN 425 g,CANNED FOODS,1 ,1680,,2500,0,8852849146904,
ROSANNA WHOLE PEELED TOMATOES 400 g,CANNED FOODS,1 ,705,,2500,0,8032754230220,
JORSS MUSHROOMS 2840 g,CANNED FOODS,1 ,6934,,13800,0,6927356712231,
SAFA BREAD CRUMBS 425 G,CANNED FOODS,1 ,4500,,5500,0,014796602119,
CRYSTAL TOMATO PASTE 400 g,CANNED FOODS,1 ,2083,,2500,0,6297000250229,
JOHN WEST TUNA CHUNKS 160 g,CANNED FOODS,1 ,3754,,7500,0,,
AMERICAN GREEN MUSHROOMS 400g,CANNED FOODS,1 ,3125,,4000,0,7300602458081,
EXOTIC PEARL TOMATO PASTE 800 g,CANNED FOODS,1 ,3750,,4500,0,6290050500702,
PEPTANG TOMATO PASTE 340 g,CANNED FOODS,1 ,5185,,6300,0,6008835001340,
EXOTIC PEARL CHICKEN LUNCHEON MEAT 320 g,CANNED FOODS,1 ,5500,,6600,0,7896041169560,
EXOTIC PEARL BEEF LUNCHEON MEAT 320 g,CANNED FOODS,1 ,5500,,6600,0,7896041169577,
CAROLINA DESIGNS HOME FRAGRANCE CANDLE REFILLS,HOUSEHOLD ITEMS,1 ,5000,,5000,0,5031611598704,
GLOBAL TEX TOWEL B97772552 TOALLA DIAMANTE,HOUSEHOLD ITEMS,1 ,25000,,25000,0,8436040501191,
OASIS COURT TOWEL 1 PC,HOUSEHOLD ITEMS,1 ,30000,,30000,0,,
INDOOR & OUTDOOR LAMPS/CLOCK AW-350,HOUSEHOLD ITEMS,1 ,3500,,5000,0,,
TABLE MATS 4 PC,HOUSEHOLD ITEMS,1 ,18000,,22000,0,,
JOINTION BOWLS SMALL HBDW50,HOUSEHOLD ITEMS,1 ,1500,,2000,0,6953234500256,
WHITE SALAD BOWLS BIG,HOUSEHOLD ITEMS,1 ,4000,,4800,0,,
MULTICOLOURED MATS,HOUSEHOLD ITEMS,1 ,8000,,10000,0,,
SALT & PEPPER SHAKERS W/ RACK,HOUSEHOLD ITEMS,1 ,10000,,12000,0,,
HUI FENG TOOTHPICK,HOUSEHOLD ITEMS,1 ,500,,500,0,6932229033238,
4 PCS CONDIMENT SET 7331,HOUSEHOLD ITEMS,1 ,15000,,20000,0,6916352073316,
COFFEE SUGAR TEA CH1028,HOUSEHOLD ITEMS,1 ,15000,,20000,0,6920100010287,
JUICE SQUEEZER,HOUSEHOLD ITEMS,1 ,0,,6000,0,,
CK PLASTIC PLATES,HOUSEHOLD ITEMS,1 ,833,,1000,0,55001701#,
PLASTIC PLATES,HOUSEHOLD ITEMS,1 ,1200,,1500,0,,
EUROVISION PLASTIC PLATE WHITE BIG,HOUSEHOLD ITEMS,1 ,1667,,1200,0,,
CHARM ROOM FRAGRANCE 330 ML,HOUSEHOLD ITEMS,1 ,5217,,5500,0,5010508189300,
TEA SET 13 PIECES,HOUSEHOLD ITEMS,1 ,19000,,25000,0,7898657902357,
NEW & DELUXE QUALITY TRAY SET ROMANTIC HOME,HOUSEHOLD ITEMS,1 ,20000,,24000,0,6944217247534,
YPD LTD-006 VERY POWERFUL INSECT KILLER BAT,HOUSEHOLD ITEMS,1 ,7000,,9000,0,1950031271018,
HEAVY DUTY PLASTIC TABLECOVER 137cmX274cm 54 X108,HOUSEHOLD ITEMS,1 ,3500,,4200,0,6931822700011,
TROPIKAL AIR FRESHENER WILD MUSK 300 ML,HOUSEHOLD ITEMS,1 ,5417,,6500,0,6008940500110,
AIR FRESHENER VANILLA AF 5000FL 70 ML,HOUSEHOLD ITEMS,1 ,0,,11300,0,31013401#,
GLADE MORNING FRESHNESS SPRAY 300 ML,HOUSEHOLD ITEMS,1 ,5833,,7000,0,6223001340669,
CHECKED BERRIES KITCHEN TOWEL,HOUSEHOLD ITEMS,1 ,1846,,2500,0,,
LEOSTAR DESKTOP RECHARGEABLE FAN 8 LS-RF-1528,HOUSEHOLD ITEMS,1 ,65000,,80000,0,8697648438443,
BREAD BIN LARGE,HOUSEHOLD ITEMS,1 ,25248,,29000,0,,
BREAD BIN SMALL,HOUSEHOLD ITEMS,1 ,25248,,22000,0,,
ALTAR CANISTER 3PC,HOUSEHOLD ITEMS,1 ,30000,,30000,0,,
BISTRO WINE GLASS  44188 6 PC,HOUSEHOLD ITEMS,1 ,18300,,22000,0,8693357150669,
DECORATIVE TABLE CLOTH,HOUSEHOLD ITEMS,1 ,0,,15000,0,8711555299505,
TABLE CLOTH BIG SIZE,HOUSEHOLD ITEMS,1 ,150000,,150000,0,55013101#,
JINFENG HOUSEWARES FOOD CONTAINER A-2080,HOUSEHOLD ITEMS,1 ,0,,10000,0,6924359408987,
KARAMAN TUMBLERS 6 PC 52446,HOUSEHOLD ITEMS,1 ,8400,,10000,0,680678198522,
RINGS WATER GLASS 6PC 52973,HOUSEHOLD ITEMS,1 ,0,,18000,0,8693357093430,
EMILY WINE GLASS 6PC,HOUSEHOLD ITEMS,1 ,24000,,24000,0,8710964557022,
BEER MUG 55129,HOUSEHOLD ITEMS,1 ,5500,,6600,0,,
WATER GLASS 1PC,HOUSEHOLD ITEMS,1 ,0,,3500,0,,
DRESSING MIRROR,HOUSEHOLD ITEMS,1 ,0,,370000,18,,
LONG MIRROR,HOUSEHOLD ITEMS,1 ,0,,180000,0,55013901#,
MEASURED CARPET 1M,HOUSEHOLD ITEMS,1 ,40000,,80000,0,,
WELCOME CARPET SMALL,HOUSEHOLD ITEMS,1 ,6000,,7500,0,55014101#,
NW,HOUSEHOLD ITEMS,1 ,1500,,2000,0,,
KLEENIT SCRUBBING BRUSH B05,HOUSEHOLD ITEMS,1 ,2862,,3500,0,6161101880831,
KLEENIT SOFT BANISTER BRUSH WITH A HANDLE E109,HOUSEHOLD ITEMS,1 ,4624,,5500,0,,
EXCELLENCE HOME COLLECTION 8 PCS TOWEL PACK,HOUSEHOLD ITEMS,1 ,13000,,20000,0,55014501#,
PALM BROOM LARGE,HOUSEHOLD ITEMS,1 ,2000,,2500,0,012001200051,
PALM BROOM SMALL,HOUSEHOLD ITEMS,1 ,1500,,2500,0,012001200037,
ESINTI TANGO ROOM FRESHENER 300 ML,HOUSEHOLD ITEMS,1 ,2750,,3500,0,8692641002752,
MOONLIGHT SCRUBBING BRUSH WITH HANDLE,HOUSEHOLD ITEMS,1 ,4000,,5000,0,,
BROOM 057,HOUSEHOLD ITEMS,1 ,6000,,6000,0,6161102140125,
ALGI C6 BLACK COCO FIBRE BROOM WITH HANDLE,HOUSEHOLD ITEMS,1 ,5000,,6000,0,6161102140088,
RUBBER SQUEEZER,HOUSEHOLD ITEMS,1 ,4000,,5000,0,,
EL HELAL/SCRUBBING BRUSH 69943,HOUSEHOLD ITEMS,1 ,4000,,5000,0,,
STAR RUBBER SQUEEZER,HOUSEHOLD ITEMS,1 ,4000,,5000,0,,
HAPPY FAMILY GARDEN RAKE,HOUSEHOLD ITEMS,1 ,5000,,6000,0,7862012209672,
LUXURY SUITE GLASS PRODUCTS ONE POT SIX CUP 7 PCS,HOUSEHOLD ITEMS,1 ,10627,,21000,18,,
TABLE MATS 6 PC,HOUSEHOLD ITEMS,1 ,20000,,24000,0,,
KING YUNNIA TOOTHPICK,HOUSEHOLD ITEMS,1 ,1700,,2000,0,,
TIC TAC 16 g,MINTS,1 ,1000,,1500,0,80050025,
WRIGLEY'S P.K 14 g / JUICY FRUIT,MINTS,1 ,400,,600,0,40099910,
RELAXA MINT FLAVOUR MOUTH FRESHENER 135 g 50 pcs,MINTS,1 ,1500,,1800,0,8991002304413,
OFRESH CHEWING GUM 15g,MINTS,1 ,1000,,1500,0,6284768595532,
PK CINNAMON CHEWING GUM  10 PC,MINTS,1 ,500,,600,0,42203063,
OFRESH CHEWING GUM  STRAW BERRY 15g,MINTS,1 ,833,,1500,0,6284768595556,
BATOOK CHEWING GUM 5 STICKS,MINTS,1 ,200,,500,0,796648101154,
TURBULENCE / ELECTRO CHEWING GUM 31.2 g,MINTS,1 ,1445,,2000,0,42188889,
FRESH BREATH MOUTH SPRAY 18.75 ML,MINTS,1 ,2195,,4500,0,2961550531223,
FLORANCE FACE TOWEL WHITE,BATH ROOM ITEMS,1 ,5000,,5000,0,,
BLOO ACTICLEAN TOILET CLEANER LAVENDER FRESH 1 LTR,BATH ROOM ITEMS,1 ,8500,,8700,0,6161100046832,
DOVE GO FRESH SHOWER GEL 500 ML,BATH ROOM ITEMS,1 ,15000,,15500,0,8711600363830,
TROPIKAL AIR FRESHENER 300 ML,BATH ROOM ITEMS,1 ,6000,,7200,0,6008940500066,
FRESH DISINFECTANT BLOCK TRIPLE ACTION 150 g,BATH ROOM ITEMS,1 ,2250,,2800,0,6164000542107,
FRESH DISINFECTANT BLOCK TRIPLE ACTION 50 g,BATH ROOM ITEMS,1 ,1000,,1200,0,6164000542022,
5 TOILET BALLS  RIOL SHINE DISINFECTANT 200 g,BATH ROOM ITEMS,1 ,3000,,3500,0,6164000542008,
K.KOPACABANA U.S.A. BEAUTY SOAP FOR BLACK SPOT,BATH ROOM ITEMS,1 ,3000,,3600,0,8853502010280,
TROPIKAL APPLE FRESH AIR FRESHENER 300 ML,BATH ROOM ITEMS,1 ,5417,,6500,0,6008940500059,
WHITEDENT ADVANCED TOOTHBRUSH,BATH ROOM ITEMS,1 ,1500,,2000,0,6161101571517,
WHITEDENT TOOTHBRUSH,BATH ROOM ITEMS,1 ,1500,,2000,0,,
ORAL MAX COMFORT TOOTHBRUSH MEDIUM,BATH ROOM ITEMS,1 ,1250,,1500,0,5013405660965,
NICE JUNIOR TOOTHBRUSH 2 YRS +,BATH ROOM ITEMS,1 ,667,,1000,0,,
SECRETS PANTY LINERS 25 PCS,BATH ROOM ITEMS,1 ,1900,,2300,0,6056000001336,
COLGATE FLUORIDE TOOTHPASTE 100 ML,BATH ROOM ITEMS,1 ,3333,,4000,0,8850006324424,
ALWAYS ULTRA THIN/FINE EXTRA LONG 7 PADS,BATH ROOM ITEMS,1 ,2237,,2500,0,4015400439035,
ALWAYS MAXI THICK NORMAL 8 PCS,BATH ROOM ITEMS,1 ,1777,,2500,0,4015400325987,
DURU LADY SOAP GREEN TEA & MILK PROTEIN 70 g,BATH ROOM ITEMS,1 ,338,,500,0,8690506428013,
GILLETTE 2 SHAVER 1 PC,BATH ROOM ITEMS,1 ,1000,,1300,0,3014260287047,
SPONGE WITH TOWEL,BATH ROOM ITEMS,1 ,667,,1300,0,,
CHARM COTTON FRESH 330 ML ROOM FRAGRANCE,BATH ROOM ITEMS,1 ,5217,,5500,0,5010508189294,
ALWAYS MAXI THICK LONG 7 PCS PINK,BATH ROOM ITEMS,1 ,1944,,2500,0,4015400326267,
COLGATE HERBAL TOOTHPASTE 50 ML,BATH ROOM ITEMS,1 ,1667,,2000,0,6001067021605,
COLGATE MAXIMUM CAVITY PROTECTION TOOTHPASTE 50 ML,BATH ROOM ITEMS,1 ,1666,,2300,0,8850006324387,
CLOSE UP 25 ML/30 G,BATH ROOM ITEMS,1 ,1167,,1500,0,6221048411311,
TESCO VALUE PANTYLINERS 30 PCS,BATH ROOM ITEMS,1 ,0,,6000,0,5000436125778,
TESCO PANTYLINERS 30 PCS,BATH ROOM ITEMS,1 ,6000,,6000,0,,
OLIVE FOAM BATH 100 ML,BATH ROOM ITEMS,1 ,0,,5000,0,,
COLGATE HERBAL 25 ML,BATH ROOM ITEMS,1 ,1166,,1500,0,7891024138960,
MABALO TOILET BRUSH MBL-0433 Q/MBL 2-2008,BATH ROOM ITEMS,1 ,4500,,6000,0,6927306604333,
TOILET BRUSH 3336,BATH ROOM ITEMS,1 ,7000,,9000,0,01004601#,
TOILET BRUSH S-7019,BATH ROOM ITEMS,1 ,5500,,7000,0,01004101#,
DETTOL GLYCERINE SOAP JUNIORS 100 g,BATH ROOM ITEMS,1 ,2417,,3000,0,6161100950412,
TOILET BRUSH J1171,BATH ROOM ITEMS,1 ,7000,,9000,0,6925762411717,
WASH-Q SOFT CHILDREN'S TOOTHBRUSH,BATH ROOM ITEMS,1 ,833,,1200,0,6930984900772,
KANGOI TOOTHBRUSH,BATH ROOM ITEMS,1 ,600,,1000,0,6930988800047,
LOVE BE MY FLOWERS TOILET BRUSH 997,BATH ROOM ITEMS,1 ,5000,,6000,0,01004401#,
TOILET BRUSH 8020,BATH ROOM ITEMS,1 ,6000,,7000,0,01005301#,
CLEAR TOILET BRUSH,BATH ROOM ITEMS,1 ,5000,,6000,0,6928627250759,
NAIL CUTTER MAXOWELL / YOU MEI/FISH,BATH ROOM ITEMS,1 ,1000,,1500,0,,
BATH SHEET / POLO TOWEL,BATH ROOM ITEMS,1 ,24000,,30000,0,57004801#,
DETTOL SOAP 175 g,BATH ROOM ITEMS,1 ,3556,,4400,0,6161100952782,
FAX LIQUID SOAP 500 ML,BATH ROOM ITEMS,1 ,4590,,5500,0,8690506406530,
IMPERIAL LEATHER SHOWER CREAM 250 ML,BATH ROOM ITEMS,1 ,5650,,6800,0,5000101817595,
IMPERIAL LEATHER NATURAL GERM PROTECT MENTHOL200 g,BATH ROOM ITEMS,1 ,2850,,3500,0,6161102005950,
IMPERIAL LEATHER NATURAL PROTECT WITH NEEM 200 ml,BATH ROOM ITEMS,1 ,2850,,3500,0,6161102005684,
IMPERIAL LEATHER NATURAL SOAP 200 ML,BATH ROOM ITEMS,1 ,2850,,3500,0,6161102005929,
IMPERIAL LEATHER ACTIVE 200 g,BATH ROOM ITEMS,1 ,2850,,3500,0,6161102005738,
SENSODYNE EXTRA FRESH 20 ML,BATH ROOM ITEMS,1 ,2333,,2800,0,9502930970251,
O.B. TAMPONS 10 PCS MEDIO/REGULAR,BATH ROOM ITEMS,1 ,4600,,5500,0,7891010010546,
SAMONA HERBAL SOAP 100 g,BATH ROOM ITEMS,1 ,1666,,2000,0,6164000715495,
BATH TUB,BATH ROOM ITEMS,1 ,0,,2500000,0,,
MY PRODUCTS SHOWER CAPS 3 PIECE,BATH ROOM ITEMS,1 ,6000,,7200,0,6293451545457,
MY ONE SIZE FITS ALL SHOWER CAP 12 PACK,BATH ROOM ITEMS,1 ,5000,,6000,0,6292656565451,
OUMEIYA SHOWER CURTAIN PEVA 72X72 (183CMX183CM),BATH ROOM ITEMS,1 ,5000,,6000,0,,
SHANCAI SHOWER CURTAIN,BATH ROOM ITEMS,1 ,8000,,10000,0,,
PALMOLIVE SHAMPOO 400 ML,BATH ROOM ITEMS,1 ,8800,,11000,0,8003520031846,
GEISHA GERMIGUARD 250 g,BATH ROOM ITEMS,1 ,2417,,2900,0,6161100601949,
JOHNSON'S SOAP ALMOND 4 x 125 g,BATH ROOM ITEMS,1 ,8333,,10000,0,6291100760404,
JOHNSON'S SOAP BLOSSOMS 4 x 125 g,BATH ROOM ITEMS,1 ,8333,,10000,0,6291100760398,
JOHNSON'S SOAP HONEY 4 x 125 g,BATH ROOM ITEMS,1 ,8333,,10000,0,6291100760381,
SUNLIGHT SOAP 175 g,BATH ROOM ITEMS,1 ,1250,,1500,0,6161100600270,
DALAN ANTIBACTERIAL SOAP GOLDEN TROPICS 125 g,BATH ROOM ITEMS,1 ,1000,,1500,0,8690529505814,
COLGATE MAXFRESH W/ COOLING CRYSTALS 100 ML 131 g,BATH ROOM ITEMS,1 ,3833,,4800,0,8901314115010,
WISDOM 212 TOOTHBRUSH,BATH ROOM ITEMS,1 ,833,,1000,0,50355570,
GEISHA FAMILY NATURALS 250 g,BATH ROOM ITEMS,1 ,2154,,2600,0,6161100604087,
AQVARIOUS BATH IN A BOX SET,BATH ROOM ITEMS,1 ,101400,,200000,0,57008601#,
GEISHA GERMIGUARD 125 g,BATH ROOM ITEMS,1 ,1331,,1600,0,6161100601932,
THERAMED TOOTHPASTE & MOUTHWASH 75 ML,BATH ROOM ITEMS,1 ,0,,3900,0,4015000542715,
PALMOLIVE NATURALS 100 g,BATH ROOM ITEMS,1 ,1666,,2000,0,8693495024594,
DOVE BEAUTY CREAM BAR 135 g,BATH ROOM ITEMS,1 ,3333,,4000,0,8717163616444,
COLGATE EXTRA CLEAN TOOTHBRUSH MEDIUM,BATH ROOM ITEMS,1 ,2050,,2500,0,6001067022558,
JIREH SHOWER GEL 1 LTR,BATH ROOM ITEMS,1 ,0,,5500,0,6164000324482,
LMZ HERBAL SUPER TOOTHPASTE 55 g,BATH ROOM ITEMS,1 ,1333,,1600,0,6901890090505,
COLGATE PLAX FRESH MINT MOUTHWASH 250 ML,BATH ROOM ITEMS,1 ,0,,10500,0,7891024130544,
ECARE BATH LOTION 500 ML,BATH ROOM ITEMS,1 ,3500,,4200,0,6164001204011,
CANNON TOWEL,BATH ROOM ITEMS,1 ,33800,,60000,0,6294002645893,
TOILET BRUSH H8030,BATH ROOM ITEMS,1 ,6000,,7500,0,01002901#,
ELEGANCIA TOWEL,BATH ROOM ITEMS,1 ,0,,60000,0,,
RAGEL TOOTHBRUSH 613,BATH ROOM ITEMS,1 ,667,,1000,0,6939624396135,
GILLETTE CREME DE BARBEAR 150 ML,BATH ROOM ITEMS,1 ,7500,,9000,0,3014260299170,
AA TOILET PAPER,BATH ROOM ITEMS,1 ,333,,500,0,6164001623393,
SAFE X ABSORBENT COTTON WOOL 500 g,BATH ROOM ITEMS,1 ,10000,,12000,0,,
NEW BATHROOM ITEM,BATH ROOM ITEMS,1 ,1250,,1500,0,,
DABUR HERB'L TOOTHPASTE 150 g,BATH ROOM ITEMS,1 ,4333,,5200,0,5022496181174,
HIGH TOILET ROLLS 10 PCS,BATH ROOM ITEMS,1 ,3333,,4000,0,,
AAA TOILET PAPER,BATH ROOM ITEMS,1 ,800,,1000,0,,
AMALFI DENT CLASICO CUIDADO TOTAL MOUTHWASH 500 ML,BATH ROOM ITEMS,1 ,5500,,6600,0,8414227034496,
CONFIDENCE CHOICE TOILET PAPER,BATH ROOM ITEMS,1 ,0,,10000,0,6938051900021,
3 CONFIDENCE CHOICE 1 ROLL,BATH ROOM ITEMS,1 ,0,,1200,0,,
KLEENIT FORCE CUP LARGE FCL,BATH ROOM ITEMS,1 ,3083,,3700,0,6161101881142,
EDEN MEDICATED SOAP LEMON W/ VITAMIN E 100 g,BATH ROOM ITEMS,1 ,4000,,4000,0,8410874100942,
OLIVE FOAMING BATH OIL 500 ML,BATH ROOM ITEMS,1 ,10000,,10000,0,00118439,
CUSSONS IMPERIAL LEATHER CLASSIC 60 g,BATH ROOM ITEMS,1 ,318,,800,0,6161102003697,
PALMOLIVE NATURALS 4 x 100 g,BATH ROOM ITEMS,1 ,6664,,8000,0,8693495024808,
CURLY CHERRY BATH & SHOWER CREME 250 ML,BATH ROOM ITEMS,1 ,0,,8000,0,,
AROMICS AROMACHOLOGY BATH PEARLS,BATH ROOM ITEMS,1 ,0,,5000,0,8711555297990,
VOGUE ENVIRONMENTAL PROTECTION BATH MAT,BATH ROOM ITEMS,1 ,12000,,12000,0,7833395683809,
MK GIFTED WEAVED SPONGE,BATH ROOM ITEMS,1 ,2500,,3000,0,6164001471079,
MK GIFTED WEAVED SPONGE BIG,BATH ROOM ITEMS,1 ,3000,,3600,0,,
HAO DA DANG ADULT DIAPERS 10 M/L STANDRD HDD-0213,BATH ROOM ITEMS,1 ,25000,,30000,0,6933776002135,
SOFT TOUCH WASH TOWEL 3 PCS,BATH ROOM ITEMS,1 ,2500,,3000,0,8590576125181,
LUX SOAP 80 g,BATH ROOM ITEMS,1 ,917,,1100,0,6221048005992,
DENTEX SOFT TOOTHBRUSH,BATH ROOM ITEMS,1 ,1250,,1500,0,9501063448576,
DANTELLA JACQUARD COLLECTION BATHROBE/SLIPPER SET,BATH ROOM ITEMS,1 ,250000,,250000,0,,
PERFECT ADULT DIAPERS 4 EXTRA LARGE 100-150cm,BATH ROOM ITEMS,1 ,25000,,30000,0,6925329214072,
JAGO AFTERSHAVE 100 ML,BATH ROOM ITEMS,1 ,2083,,2500,0,6164000823008,
MORNING FRESH TOOTHBRUSH  CLEVER  COMFORTABLE,BATH ROOM ITEMS,1 ,667,,1000,18,6939624308107,
ZIXUAN ESSENTIALS SOLE CLEANER,BATH ROOM ITEMS,1 ,8000,,9500,0,,
MOVIT BODY MILK SOAP 120 g,BATH ROOM ITEMS,1 ,1750,,2100,0,6164000613562,
PIMPLE-X ANTI-BACTERIAL SKIN CARE SOAP 120 g,BATH ROOM ITEMS,1 ,4167,,5000,0,6164000613739,
SKIN GUARD ANTI-BACTERIAL SOAP 120 g,BATH ROOM ITEMS,1 ,1583,,2000,0,6164000613494,
MOVIT HERBAL SOAP 120 g,BATH ROOM ITEMS,1 ,2000,,2400,0,6164000613609,
1+1 FREE BIC SHAVER,BATH ROOM ITEMS,1 ,562,,1000,0,6161100041226,
SECRETS MAXI 8 HEAVY FLOW,BATH ROOM ITEMS,1 ,2000,,2500,0,6056000001398,
WHITE WAVE TOOTHBRUSHES 5 PCS,BATH ROOM ITEMS,1 ,0,,8000,0,5025066397135,
PEARL DROPS SMOKERS GEL 50 ML,BATH ROOM ITEMS,1 ,4000,,8000,0,5010724320334,
LAZER 3 TECH   SHAVER,BATH ROOM ITEMS,1 ,0,,8000,0,836801005315,
BEN 10 KIDS SLIPPERS,BATH ROOM ITEMS,1 ,2000,,2500,18,57015301#,
SLAPPER KIDS SLIPPERS,BATH ROOM ITEMS,1 ,3000,,3500,0,,
WHITEWAVE COMPLETE DENTAL CARE KIT,BATH ROOM ITEMS,1 ,12000,,12000,0,5025066167639,
OB  TAMPONS 10 PC ORIGINAL,BATH ROOM ITEMS,1 ,5500,,6600,0,7891010010577,
